bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
856415 records sent, 171283.0 records/sec (20.91 MB/sec), 254.1 ms avg latency, 1054.0 max latency.
960356 records sent, 191726.1 records/sec (23.40 MB/sec), 252.0 ms avg latency, 977.0 max latency.
951961 records sent, 189936.4 records/sec (23.19 MB/sec), 249.7 ms avg latency, 845.0 max latency.
963144 records sent, 191670.4 records/sec (23.40 MB/sec), 247.7 ms avg latency, 1000.0 max latency.
952276 records sent, 190037.1 records/sec (23.20 MB/sec), 248.3 ms avg latency, 839.0 max latency.
854849 records sent, 170935.6 records/sec (20.87 MB/sec), 279.2 ms avg latency, 1227.0 max latency.
961015 records sent, 192203.0 records/sec (23.46 MB/sec), 244.5 ms avg latency, 779.0 max latency.
976225 records sent, 195245.0 records/sec (23.83 MB/sec), 262.1 ms avg latency, 797.0 max latency.
1008711 records sent, 200658.6 records/sec (24.49 MB/sec), 235.3 ms avg latency, 735.0 max latency.
961136 records sent, 192227.2 records/sec (23.47 MB/sec), 251.1 ms avg latency, 1047.0 max latency.
911723 records sent, 182344.6 records/sec (22.26 MB/sec), 261.3 ms avg latency, 990.0 max latency.
1019683 records sent, 203814.3 records/sec (24.88 MB/sec), 245.3 ms avg latency, 824.0 max latency.
902749 records sent, 178303.2 records/sec (21.77 MB/sec), 258.9 ms avg latency, 1127.0 max latency.
985497 records sent, 197099.4 records/sec (24.06 MB/sec), 258.7 ms avg latency, 999.0 max latency.
957041 records sent, 191408.2 records/sec (23.37 MB/sec), 248.2 ms avg latency, 896.0 max latency.
949385 records sent, 189498.0 records/sec (23.13 MB/sec), 250.8 ms avg latency, 913.0 max latency.
973473 records sent, 194694.6 records/sec (23.77 MB/sec), 245.8 ms avg latency, 994.0 max latency.
1005672 records sent, 199656.9 records/sec (24.37 MB/sec), 246.7 ms avg latency, 880.0 max latency.
973880 records sent, 193268.5 records/sec (23.59 MB/sec), 251.4 ms avg latency, 812.0 max latency.
942832 records sent, 188566.4 records/sec (23.02 MB/sec), 255.7 ms avg latency, 1056.0 max latency.
1039462 records sent, 207892.4 records/sec (25.38 MB/sec), 231.7 ms avg latency, 721.0 max latency.
990802 records sent, 198160.4 records/sec (24.19 MB/sec), 236.7 ms avg latency, 868.0 max latency.
988914 records sent, 197782.8 records/sec (24.14 MB/sec), 239.1 ms avg latency, 908.0 max latency.
989423 records sent, 197884.6 records/sec (24.16 MB/sec), 239.0 ms avg latency, 826.0 max latency.
976182 records sent, 194574.8 records/sec (23.75 MB/sec), 258.0 ms avg latency, 965.0 max latency.
940148 records sent, 187467.2 records/sec (22.88 MB/sec), 255.9 ms avg latency, 826.0 max latency.
901744 records sent, 180348.8 records/sec (22.02 MB/sec), 268.3 ms avg latency, 955.0 max latency.
982900 records sent, 196462.1 records/sec (23.98 MB/sec), 247.1 ms avg latency, 886.0 max latency.
958664 records sent, 191732.8 records/sec (23.40 MB/sec), 245.8 ms avg latency, 919.0 max latency.
1003821 records sent, 200123.8 records/sec (24.43 MB/sec), 243.9 ms avg latency, 907.0 max latency.
944129 records sent, 188825.8 records/sec (23.05 MB/sec), 256.8 ms avg latency, 1075.0 max latency.
942785 records sent, 187357.9 records/sec (22.87 MB/sec), 254.3 ms avg latency, 1054.0 max latency.
963352 records sent, 192670.4 records/sec (23.52 MB/sec), 249.4 ms avg latency, 844.0 max latency.
993727 records sent, 197285.5 records/sec (24.08 MB/sec), 241.0 ms avg latency, 866.0 max latency.
931926 records sent, 186385.2 records/sec (22.75 MB/sec), 254.0 ms avg latency, 970.0 max latency.
940034 records sent, 188006.8 records/sec (22.95 MB/sec), 261.3 ms avg latency, 1166.0 max latency.
1014979 records sent, 202146.8 records/sec (24.68 MB/sec), 245.9 ms avg latency, 740.0 max latency.
976375 records sent, 194729.8 records/sec (23.77 MB/sec), 246.7 ms avg latency, 702.0 max latency.
953888 records sent, 190625.1 records/sec (23.27 MB/sec), 249.5 ms avg latency, 913.0 max latency.
926045 records sent, 183775.6 records/sec (22.43 MB/sec), 261.3 ms avg latency, 920.0 max latency.
949925 records sent, 188927.0 records/sec (23.06 MB/sec), 260.9 ms avg latency, 1063.0 max latency.
930321 records sent, 186064.2 records/sec (22.71 MB/sec), 259.0 ms avg latency, 998.0 max latency.
912999 records sent, 182599.8 records/sec (22.29 MB/sec), 259.5 ms avg latency, 998.0 max latency.
965911 records sent, 193182.2 records/sec (23.58 MB/sec), 251.8 ms avg latency, 947.0 max latency.
942016 records sent, 187764.8 records/sec (22.92 MB/sec), 242.1 ms avg latency, 1247.0 max latency.
930887 records sent, 186177.4 records/sec (22.73 MB/sec), 267.1 ms avg latency, 1004.0 max latency.
956228 records sent, 191207.4 records/sec (23.34 MB/sec), 256.2 ms avg latency, 973.0 max latency.
948636 records sent, 189727.2 records/sec (23.16 MB/sec), 255.0 ms avg latency, 981.0 max latency.
932450 records sent, 186490.0 records/sec (22.76 MB/sec), 256.2 ms avg latency, 1020.0 max latency.
978017 records sent, 195603.4 records/sec (23.88 MB/sec), 249.2 ms avg latency, 1043.0 max latency.
951368 records sent, 189214.0 records/sec (23.10 MB/sec), 247.8 ms avg latency, 739.0 max latency.
973617 records sent, 193139.7 records/sec (23.58 MB/sec), 251.8 ms avg latency, 817.0 max latency.
941314 records sent, 187699.7 records/sec (22.91 MB/sec), 248.8 ms avg latency, 898.0 max latency.
984563 records sent, 196912.6 records/sec (24.04 MB/sec), 244.2 ms avg latency, 896.0 max latency.
1031530 records sent, 206306.0 records/sec (25.18 MB/sec), 247.2 ms avg latency, 888.0 max latency.
980009 records sent, 193754.3 records/sec (23.65 MB/sec), 235.3 ms avg latency, 1016.0 max latency.
948167 records sent, 189633.4 records/sec (23.15 MB/sec), 260.2 ms avg latency, 1115.0 max latency.
987740 records sent, 197548.0 records/sec (24.11 MB/sec), 245.3 ms avg latency, 863.0 max latency.
949403 records sent, 189880.6 records/sec (23.18 MB/sec), 243.4 ms avg latency, 1020.0 max latency.
949285 records sent, 188762.2 records/sec (23.04 MB/sec), 265.4 ms avg latency, 1115.0 max latency.
946179 records sent, 189235.8 records/sec (23.10 MB/sec), 251.6 ms avg latency, 965.0 max latency.
988410 records sent, 197682.0 records/sec (24.13 MB/sec), 246.4 ms avg latency, 980.0 max latency.
948451 records sent, 189160.6 records/sec (23.09 MB/sec), 250.9 ms avg latency, 905.0 max latency.
965403 records sent, 191738.4 records/sec (23.41 MB/sec), 248.5 ms avg latency, 889.0 max latency.
962451 records sent, 190170.1 records/sec (23.21 MB/sec), 251.5 ms avg latency, 712.0 max latency.
995021 records sent, 199004.2 records/sec (24.29 MB/sec), 239.2 ms avg latency, 729.0 max latency.
978385 records sent, 195481.5 records/sec (23.86 MB/sec), 254.3 ms avg latency, 940.0 max latency.
964081 records sent, 192162.8 records/sec (23.46 MB/sec), 249.9 ms avg latency, 965.0 max latency.
918416 records sent, 183024.3 records/sec (22.34 MB/sec), 250.6 ms avg latency, 996.0 max latency.
941675 records sent, 188222.1 records/sec (22.98 MB/sec), 263.0 ms avg latency, 887.0 max latency.
934325 records sent, 186380.4 records/sec (22.75 MB/sec), 254.1 ms avg latency, 909.0 max latency.
973363 records sent, 191569.2 records/sec (23.38 MB/sec), 251.6 ms avg latency, 876.0 max latency.
959128 records sent, 190947.2 records/sec (23.31 MB/sec), 249.5 ms avg latency, 944.0 max latency.
1166871 records sent, 233001.4 records/sec (28.44 MB/sec), 204.5 ms avg latency, 675.0 max latency.
1176746 records sent, 235349.2 records/sec (28.73 MB/sec), 209.3 ms avg latency, 851.0 max latency.
1167877 records sent, 233575.4 records/sec (28.51 MB/sec), 199.2 ms avg latency, 811.0 max latency.
1105790 records sent, 221158.0 records/sec (27.00 MB/sec), 215.8 ms avg latency, 1087.0 max latency.
190000000 records sent, 193263.053393 records/sec (23.59 MB/sec), 248.99 ms avg latency, 6446.00 ms max latency, 122 ms 50th, 631 ms 95th, 816 ms 99th, 1016 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 60000000 256 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
429441 records sent, 85888.2 records/sec (20.97 MB/sec), 281.7 ms avg latency, 887.0 max latency.
459942 records sent, 91658.4 records/sec (22.38 MB/sec), 294.3 ms avg latency, 1037.0 max latency.
470165 records sent, 93957.8 records/sec (22.94 MB/sec), 289.6 ms avg latency, 1004.0 max latency.
460910 records sent, 92034.7 records/sec (22.47 MB/sec), 294.9 ms avg latency, 1302.0 max latency.
440680 records sent, 88136.0 records/sec (21.52 MB/sec), 302.2 ms avg latency, 1244.0 max latency.
435658 records sent, 87131.6 records/sec (21.27 MB/sec), 317.8 ms avg latency, 1382.0 max latency.
457260 records sent, 90780.2 records/sec (22.16 MB/sec), 294.7 ms avg latency, 976.0 max latency.
472526 records sent, 94505.2 records/sec (23.07 MB/sec), 280.9 ms avg latency, 1186.0 max latency.
463992 records sent, 92761.3 records/sec (22.65 MB/sec), 291.3 ms avg latency, 1280.0 max latency.
474376 records sent, 94875.2 records/sec (23.16 MB/sec), 289.8 ms avg latency, 948.0 max latency.
573539 records sent, 114341.9 records/sec (27.92 MB/sec), 229.6 ms avg latency, 1055.0 max latency.
519090 records sent, 103445.6 records/sec (25.26 MB/sec), 266.6 ms avg latency, 1103.0 max latency.
505173 records sent, 101034.6 records/sec (24.67 MB/sec), 269.8 ms avg latency, 1159.0 max latency.
509169 records sent, 101833.8 records/sec (24.86 MB/sec), 267.9 ms avg latency, 1187.0 max latency.
508080 records sent, 101191.0 records/sec (24.70 MB/sec), 268.2 ms avg latency, 889.0 max latency.
515376 records sent, 98617.7 records/sec (24.08 MB/sec), 263.9 ms avg latency, 933.0 max latency.
519055 records sent, 103811.0 records/sec (25.34 MB/sec), 267.1 ms avg latency, 991.0 max latency.
505619 records sent, 99727.6 records/sec (24.35 MB/sec), 271.7 ms avg latency, 830.0 max latency.
524620 records sent, 104924.0 records/sec (25.62 MB/sec), 259.5 ms avg latency, 1313.0 max latency.
510737 records sent, 102004.6 records/sec (24.90 MB/sec), 258.3 ms avg latency, 846.0 max latency.
523701 records sent, 104740.2 records/sec (25.57 MB/sec), 263.8 ms avg latency, 1033.0 max latency.
481860 records sent, 95949.8 records/sec (23.43 MB/sec), 274.3 ms avg latency, 1128.0 max latency.
509192 records sent, 101838.4 records/sec (24.86 MB/sec), 265.2 ms avg latency, 941.0 max latency.
494439 records sent, 98868.0 records/sec (24.14 MB/sec), 272.6 ms avg latency, 1197.0 max latency.
472839 records sent, 94567.8 records/sec (23.09 MB/sec), 274.8 ms avg latency, 1678.0 max latency.
535058 records sent, 106183.4 records/sec (25.92 MB/sec), 258.5 ms avg latency, 1031.0 max latency.
512271 records sent, 102454.2 records/sec (25.01 MB/sec), 271.6 ms avg latency, 1121.0 max latency.
505190 records sent, 101038.0 records/sec (24.67 MB/sec), 263.5 ms avg latency, 1129.0 max latency.
516280 records sent, 103256.0 records/sec (25.21 MB/sec), 265.7 ms avg latency, 1002.0 max latency.
527638 records sent, 105527.6 records/sec (25.76 MB/sec), 257.2 ms avg latency, 1108.0 max latency.
522180 records sent, 101809.3 records/sec (24.86 MB/sec), 261.5 ms avg latency, 1226.0 max latency.
533890 records sent, 106162.3 records/sec (25.92 MB/sec), 256.6 ms avg latency, 1040.0 max latency.
516105 records sent, 101695.6 records/sec (24.83 MB/sec), 258.9 ms avg latency, 1000.0 max latency.
538134 records sent, 107134.0 records/sec (26.16 MB/sec), 255.5 ms avg latency, 978.0 max latency.
547359 records sent, 109471.8 records/sec (26.73 MB/sec), 250.6 ms avg latency, 1167.0 max latency.
527079 records sent, 105415.8 records/sec (25.74 MB/sec), 255.7 ms avg latency, 926.0 max latency.
536454 records sent, 107290.8 records/sec (26.19 MB/sec), 252.6 ms avg latency, 1027.0 max latency.
508715 records sent, 101743.0 records/sec (24.84 MB/sec), 265.4 ms avg latency, 1459.0 max latency.
499651 records sent, 99890.2 records/sec (24.39 MB/sec), 265.7 ms avg latency, 934.0 max latency.
515033 records sent, 101624.5 records/sec (24.81 MB/sec), 262.3 ms avg latency, 893.0 max latency.
490273 records sent, 97045.3 records/sec (23.69 MB/sec), 278.9 ms avg latency, 1481.0 max latency.
481906 records sent, 94343.4 records/sec (23.03 MB/sec), 274.8 ms avg latency, 1128.0 max latency.
528354 records sent, 105019.7 records/sec (25.64 MB/sec), 270.5 ms avg latency, 995.0 max latency.
509461 records sent, 100883.4 records/sec (24.63 MB/sec), 253.6 ms avg latency, 926.0 max latency.
551611 records sent, 109707.8 records/sec (26.78 MB/sec), 260.4 ms avg latency, 1066.0 max latency.
504995 records sent, 100737.1 records/sec (24.59 MB/sec), 265.0 ms avg latency, 1009.0 max latency.
535237 records sent, 106961.8 records/sec (26.11 MB/sec), 255.6 ms avg latency, 1030.0 max latency.
522621 records sent, 103530.3 records/sec (25.28 MB/sec), 262.7 ms avg latency, 877.0 max latency.
508756 records sent, 100923.6 records/sec (24.64 MB/sec), 260.9 ms avg latency, 1161.0 max latency.
525303 records sent, 103508.0 records/sec (25.27 MB/sec), 261.4 ms avg latency, 1024.0 max latency.
533958 records sent, 106323.8 records/sec (25.96 MB/sec), 259.2 ms avg latency, 1227.0 max latency.
523482 records sent, 104696.4 records/sec (25.56 MB/sec), 254.7 ms avg latency, 911.0 max latency.
510518 records sent, 102103.6 records/sec (24.93 MB/sec), 255.5 ms avg latency, 1134.0 max latency.
517432 records sent, 103486.4 records/sec (25.27 MB/sec), 274.3 ms avg latency, 1173.0 max latency.
507773 records sent, 101351.9 records/sec (24.74 MB/sec), 261.0 ms avg latency, 876.0 max latency.
526572 records sent, 105314.4 records/sec (25.71 MB/sec), 260.1 ms avg latency, 1123.0 max latency.
500752 records sent, 99950.5 records/sec (24.40 MB/sec), 261.2 ms avg latency, 1060.0 max latency.
521021 records sent, 104204.2 records/sec (25.44 MB/sec), 268.1 ms avg latency, 1009.0 max latency.
502478 records sent, 100495.6 records/sec (24.54 MB/sec), 273.7 ms avg latency, 911.0 max latency.
489273 records sent, 97425.9 records/sec (23.79 MB/sec), 270.7 ms avg latency, 1018.0 max latency.
500965 records sent, 100193.0 records/sec (24.46 MB/sec), 265.0 ms avg latency, 994.0 max latency.
503338 records sent, 100266.5 records/sec (24.48 MB/sec), 266.1 ms avg latency, 994.0 max latency.
536411 records sent, 106621.1 records/sec (26.03 MB/sec), 257.4 ms avg latency, 1138.0 max latency.
530842 records sent, 103944.0 records/sec (25.38 MB/sec), 258.5 ms avg latency, 1203.0 max latency.
519497 records sent, 103878.6 records/sec (25.36 MB/sec), 270.2 ms avg latency, 1121.0 max latency.
521857 records sent, 104371.4 records/sec (25.48 MB/sec), 258.2 ms avg latency, 1001.0 max latency.
508918 records sent, 101560.2 records/sec (24.79 MB/sec), 258.5 ms avg latency, 976.0 max latency.
524545 records sent, 104909.0 records/sec (25.61 MB/sec), 256.8 ms avg latency, 1038.0 max latency.
531304 records sent, 106260.8 records/sec (25.94 MB/sec), 254.5 ms avg latency, 1061.0 max latency.
520909 records sent, 103232.1 records/sec (25.20 MB/sec), 266.4 ms avg latency, 965.0 max latency.
514126 records sent, 101626.0 records/sec (24.81 MB/sec), 261.5 ms avg latency, 837.0 max latency.
513572 records sent, 102714.4 records/sec (25.08 MB/sec), 261.4 ms avg latency, 863.0 max latency.
526346 records sent, 104413.0 records/sec (25.49 MB/sec), 262.7 ms avg latency, 846.0 max latency.
498453 records sent, 99333.0 records/sec (24.25 MB/sec), 267.9 ms avg latency, 856.0 max latency.
521398 records sent, 103657.7 records/sec (25.31 MB/sec), 264.8 ms avg latency, 1300.0 max latency.
508325 records sent, 101665.0 records/sec (24.82 MB/sec), 259.9 ms avg latency, 1002.0 max latency.
527537 records sent, 104961.6 records/sec (25.63 MB/sec), 262.6 ms avg latency, 1134.0 max latency.
525960 records sent, 104336.4 records/sec (25.47 MB/sec), 261.3 ms avg latency, 1002.0 max latency.
521366 records sent, 104273.2 records/sec (25.46 MB/sec), 259.6 ms avg latency, 1122.0 max latency.
494028 records sent, 97192.2 records/sec (23.73 MB/sec), 269.3 ms avg latency, 889.0 max latency.
524801 records sent, 104960.2 records/sec (25.63 MB/sec), 262.0 ms avg latency, 894.0 max latency.
502318 records sent, 100443.5 records/sec (24.52 MB/sec), 262.8 ms avg latency, 1146.0 max latency.
521019 records sent, 102805.6 records/sec (25.10 MB/sec), 266.3 ms avg latency, 1053.0 max latency.
521115 records sent, 104223.0 records/sec (25.45 MB/sec), 265.6 ms avg latency, 952.0 max latency.
498797 records sent, 99759.4 records/sec (24.36 MB/sec), 260.9 ms avg latency, 1060.0 max latency.
499422 records sent, 98214.7 records/sec (23.98 MB/sec), 259.6 ms avg latency, 1054.0 max latency.
536328 records sent, 105993.7 records/sec (25.88 MB/sec), 271.3 ms avg latency, 1341.0 max latency.
540457 records sent, 107318.7 records/sec (26.20 MB/sec), 248.6 ms avg latency, 918.0 max latency.
534260 records sent, 106130.3 records/sec (25.91 MB/sec), 257.0 ms avg latency, 802.0 max latency.
512603 records sent, 101244.9 records/sec (24.72 MB/sec), 266.8 ms avg latency, 891.0 max latency.
505896 records sent, 101037.7 records/sec (24.67 MB/sec), 266.5 ms avg latency, 936.0 max latency.
520487 records sent, 104014.2 records/sec (25.39 MB/sec), 264.7 ms avg latency, 1013.0 max latency.
524832 records sent, 103762.8 records/sec (25.33 MB/sec), 262.4 ms avg latency, 933.0 max latency.
530748 records sent, 105432.7 records/sec (25.74 MB/sec), 254.0 ms avg latency, 957.0 max latency.
518494 records sent, 103080.3 records/sec (25.17 MB/sec), 253.6 ms avg latency, 1306.0 max latency.
540776 records sent, 107169.2 records/sec (26.16 MB/sec), 254.0 ms avg latency, 1104.0 max latency.
521213 records sent, 103292.3 records/sec (25.22 MB/sec), 263.1 ms avg latency, 962.0 max latency.
521665 records sent, 102387.6 records/sec (25.00 MB/sec), 269.6 ms avg latency, 1049.0 max latency.
530864 records sent, 106172.8 records/sec (25.92 MB/sec), 262.1 ms avg latency, 963.0 max latency.
508868 records sent, 101773.6 records/sec (24.85 MB/sec), 257.4 ms avg latency, 939.0 max latency.
501410 records sent, 98819.5 records/sec (24.13 MB/sec), 264.0 ms avg latency, 993.0 max latency.
514795 records sent, 102959.0 records/sec (25.14 MB/sec), 269.9 ms avg latency, 1151.0 max latency.
514210 records sent, 102842.0 records/sec (25.11 MB/sec), 261.7 ms avg latency, 1253.0 max latency.
482782 records sent, 95790.1 records/sec (23.39 MB/sec), 277.8 ms avg latency, 1184.0 max latency.
502702 records sent, 100540.4 records/sec (24.55 MB/sec), 273.4 ms avg latency, 1226.0 max latency.
473703 records sent, 94740.6 records/sec (23.13 MB/sec), 283.9 ms avg latency, 1100.0 max latency.
497540 records sent, 99428.5 records/sec (24.27 MB/sec), 266.2 ms avg latency, 1199.0 max latency.
521920 records sent, 102821.1 records/sec (25.10 MB/sec), 269.4 ms avg latency, 869.0 max latency.
492618 records sent, 98523.6 records/sec (24.05 MB/sec), 267.0 ms avg latency, 976.0 max latency.
507700 records sent, 99842.7 records/sec (24.38 MB/sec), 276.3 ms avg latency, 916.0 max latency.
491836 records sent, 98288.6 records/sec (24.00 MB/sec), 272.7 ms avg latency, 1004.0 max latency.
501141 records sent, 100228.2 records/sec (24.47 MB/sec), 276.3 ms avg latency, 1018.0 max latency.
505815 records sent, 100300.4 records/sec (24.49 MB/sec), 258.9 ms avg latency, 988.0 max latency.
536878 records sent, 107375.6 records/sec (26.21 MB/sec), 253.9 ms avg latency, 975.0 max latency.
530550 records sent, 106110.0 records/sec (25.91 MB/sec), 259.9 ms avg latency, 964.0 max latency.
529991 records sent, 105998.2 records/sec (25.88 MB/sec), 248.9 ms avg latency, 1162.0 max latency.
440754 records sent, 88115.6 records/sec (21.51 MB/sec), 301.2 ms avg latency, 1224.0 max latency.
60000000 records sent, 101382.690933 records/sec (24.75 MB/sec), 266.17 ms avg latency, 1678.00 ms max latency, 266 ms 50th, 794 ms 95th, 987 ms 99th, 1236 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 60000000 256 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=8192
496145 records sent, 98892.8 records/sec (24.14 MB/sec), 247.9 ms avg latency, 1154.0 max latency.
537789 records sent, 107557.8 records/sec (26.26 MB/sec), 264.1 ms avg latency, 1407.0 max latency.
536368 records sent, 105709.1 records/sec (25.81 MB/sec), 256.0 ms avg latency, 1245.0 max latency.
518336 records sent, 103667.2 records/sec (25.31 MB/sec), 259.2 ms avg latency, 1015.0 max latency.
572117 records sent, 113990.2 records/sec (27.83 MB/sec), 251.6 ms avg latency, 1331.0 max latency.
576919 records sent, 115107.5 records/sec (28.10 MB/sec), 242.8 ms avg latency, 950.0 max latency.
528642 records sent, 104806.1 records/sec (25.59 MB/sec), 252.9 ms avg latency, 1116.0 max latency.
592910 records sent, 117781.1 records/sec (28.76 MB/sec), 232.6 ms avg latency, 1101.0 max latency.
571247 records sent, 114180.9 records/sec (27.88 MB/sec), 254.6 ms avg latency, 1131.0 max latency.
568642 records sent, 112202.4 records/sec (27.39 MB/sec), 240.5 ms avg latency, 1012.0 max latency.
544026 records sent, 108805.2 records/sec (26.56 MB/sec), 247.4 ms avg latency, 1317.0 max latency.
598917 records sent, 119783.4 records/sec (29.24 MB/sec), 239.1 ms avg latency, 1019.0 max latency.
599383 records sent, 119256.5 records/sec (29.12 MB/sec), 231.9 ms avg latency, 1203.0 max latency.
503287 records sent, 100657.4 records/sec (24.57 MB/sec), 264.9 ms avg latency, 1095.0 max latency.
552510 records sent, 110502.0 records/sec (26.98 MB/sec), 251.8 ms avg latency, 1181.0 max latency.
523413 records sent, 104390.3 records/sec (25.49 MB/sec), 270.7 ms avg latency, 1082.0 max latency.
551865 records sent, 110152.7 records/sec (26.89 MB/sec), 247.8 ms avg latency, 1031.0 max latency.
526095 records sent, 103930.3 records/sec (25.37 MB/sec), 257.0 ms avg latency, 1112.0 max latency.
558140 records sent, 111605.7 records/sec (27.25 MB/sec), 260.0 ms avg latency, 1122.0 max latency.
554344 records sent, 108865.7 records/sec (26.58 MB/sec), 249.1 ms avg latency, 1042.0 max latency.
521853 records sent, 103727.5 records/sec (25.32 MB/sec), 258.8 ms avg latency, 1216.0 max latency.
528237 records sent, 105478.6 records/sec (25.75 MB/sec), 262.8 ms avg latency, 1048.0 max latency.
523146 records sent, 104067.2 records/sec (25.41 MB/sec), 253.9 ms avg latency, 1224.0 max latency.
557398 records sent, 109810.5 records/sec (26.81 MB/sec), 257.3 ms avg latency, 1166.0 max latency.
548037 records sent, 109192.5 records/sec (26.66 MB/sec), 266.4 ms avg latency, 1193.0 max latency.
558337 records sent, 111667.4 records/sec (27.26 MB/sec), 247.6 ms avg latency, 885.0 max latency.
549765 records sent, 109953.0 records/sec (26.84 MB/sec), 254.5 ms avg latency, 940.0 max latency.
531428 records sent, 104324.3 records/sec (25.47 MB/sec), 256.9 ms avg latency, 951.0 max latency.
532766 records sent, 106553.2 records/sec (26.01 MB/sec), 268.3 ms avg latency, 1054.0 max latency.
508703 records sent, 101740.6 records/sec (24.84 MB/sec), 270.6 ms avg latency, 1371.0 max latency.
499947 records sent, 99989.4 records/sec (24.41 MB/sec), 263.3 ms avg latency, 945.0 max latency.
552330 records sent, 110466.0 records/sec (26.97 MB/sec), 257.6 ms avg latency, 1068.0 max latency.
473413 records sent, 94682.6 records/sec (23.12 MB/sec), 286.2 ms avg latency, 1446.0 max latency.
525737 records sent, 105105.4 records/sec (25.66 MB/sec), 257.9 ms avg latency, 1215.0 max latency.
543737 records sent, 108725.7 records/sec (26.54 MB/sec), 263.2 ms avg latency, 1325.0 max latency.
522677 records sent, 103829.4 records/sec (25.35 MB/sec), 260.9 ms avg latency, 1157.0 max latency.
510304 records sent, 101755.5 records/sec (24.84 MB/sec), 269.5 ms avg latency, 1233.0 max latency.
510301 records sent, 102060.2 records/sec (24.92 MB/sec), 267.2 ms avg latency, 1299.0 max latency.
516290 records sent, 103258.0 records/sec (25.21 MB/sec), 272.7 ms avg latency, 1304.0 max latency.
497053 records sent, 98857.0 records/sec (24.14 MB/sec), 261.1 ms avg latency, 862.0 max latency.
525282 records sent, 102354.2 records/sec (24.99 MB/sec), 275.2 ms avg latency, 1000.0 max latency.
507989 records sent, 101193.0 records/sec (24.71 MB/sec), 274.2 ms avg latency, 1184.0 max latency.
510735 records sent, 102024.6 records/sec (24.91 MB/sec), 273.6 ms avg latency, 1252.0 max latency.
518586 records sent, 103717.2 records/sec (25.32 MB/sec), 256.7 ms avg latency, 1069.0 max latency.
523322 records sent, 104601.6 records/sec (25.54 MB/sec), 271.4 ms avg latency, 1088.0 max latency.
515936 records sent, 102714.7 records/sec (25.08 MB/sec), 266.2 ms avg latency, 1288.0 max latency.
524471 records sent, 103629.9 records/sec (25.30 MB/sec), 261.0 ms avg latency, 927.0 max latency.
420034 records sent, 83027.1 records/sec (20.27 MB/sec), 341.4 ms avg latency, 1154.0 max latency.
326100 records sent, 64663.9 records/sec (15.79 MB/sec), 419.1 ms avg latency, 1596.0 max latency.
322265 records sent, 63251.2 records/sec (15.44 MB/sec), 436.9 ms avg latency, 1545.0 max latency.
308825 records sent, 61752.6 records/sec (15.08 MB/sec), 440.1 ms avg latency, 1603.0 max latency.
354745 records sent, 70750.9 records/sec (17.27 MB/sec), 413.8 ms avg latency, 1295.0 max latency.
321331 records sent, 63629.9 records/sec (15.53 MB/sec), 415.6 ms avg latency, 1423.0 max latency.
323223 records sent, 64093.4 records/sec (15.65 MB/sec), 427.1 ms avg latency, 1566.0 max latency.
330034 records sent, 66006.8 records/sec (16.11 MB/sec), 424.5 ms avg latency, 1673.0 max latency.
313975 records sent, 62795.0 records/sec (15.33 MB/sec), 431.6 ms avg latency, 1779.0 max latency.
327110 records sent, 64954.3 records/sec (15.86 MB/sec), 436.0 ms avg latency, 1494.0 max latency.
340548 records sent, 68096.0 records/sec (16.62 MB/sec), 416.8 ms avg latency, 1371.0 max latency.
344988 records sent, 68409.3 records/sec (16.70 MB/sec), 389.0 ms avg latency, 1134.0 max latency.
324562 records sent, 62560.1 records/sec (15.27 MB/sec), 443.5 ms avg latency, 1561.0 max latency.
352931 records sent, 70586.2 records/sec (17.23 MB/sec), 410.5 ms avg latency, 1356.0 max latency.
337315 records sent, 66479.1 records/sec (16.23 MB/sec), 396.5 ms avg latency, 1405.0 max latency.
341209 records sent, 67875.3 records/sec (16.57 MB/sec), 425.8 ms avg latency, 1358.0 max latency.
332292 records sent, 66140.9 records/sec (16.15 MB/sec), 397.1 ms avg latency, 1492.0 max latency.
