bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
1005295 records sent, 198048.7 records/sec (24.18 MB/sec), 225.7 ms avg latency, 826.0 max latency.
1047091 records sent, 206812.4 records/sec (25.25 MB/sec), 219.0 ms avg latency, 792.0 max latency.
1033540 records sent, 205108.2 records/sec (25.04 MB/sec), 240.3 ms avg latency, 770.0 max latency.
1001823 records sent, 199964.7 records/sec (24.41 MB/sec), 237.9 ms avg latency, 809.0 max latency.
1039854 records sent, 207970.8 records/sec (25.39 MB/sec), 240.6 ms avg latency, 880.0 max latency.
985448 records sent, 197089.6 records/sec (24.06 MB/sec), 237.8 ms avg latency, 905.0 max latency.
981669 records sent, 194775.6 records/sec (23.78 MB/sec), 244.9 ms avg latency, 1028.0 max latency.
995306 records sent, 199061.2 records/sec (24.30 MB/sec), 248.0 ms avg latency, 806.0 max latency.
995907 records sent, 198823.5 records/sec (24.27 MB/sec), 237.8 ms avg latency, 1095.0 max latency.
978086 records sent, 195617.2 records/sec (23.88 MB/sec), 243.2 ms avg latency, 975.0 max latency.
1021066 records sent, 204213.2 records/sec (24.93 MB/sec), 243.3 ms avg latency, 920.0 max latency.
1002235 records sent, 198895.6 records/sec (24.28 MB/sec), 245.3 ms avg latency, 875.0 max latency.
1029637 records sent, 205927.4 records/sec (25.14 MB/sec), 228.0 ms avg latency, 951.0 max latency.
911844 records sent, 182368.8 records/sec (22.26 MB/sec), 257.7 ms avg latency, 1105.0 max latency.
1001766 records sent, 200353.2 records/sec (24.46 MB/sec), 243.1 ms avg latency, 979.0 max latency.
950481 records sent, 188699.8 records/sec (23.03 MB/sec), 259.6 ms avg latency, 1098.0 max latency.
1012023 records sent, 201920.0 records/sec (24.65 MB/sec), 233.6 ms avg latency, 751.0 max latency.
1013090 records sent, 202618.0 records/sec (24.73 MB/sec), 245.1 ms avg latency, 1015.0 max latency.
975905 records sent, 195181.0 records/sec (23.83 MB/sec), 248.9 ms avg latency, 967.0 max latency.
941759 records sent, 188351.8 records/sec (22.99 MB/sec), 251.4 ms avg latency, 842.0 max latency.
1005736 records sent, 200906.1 records/sec (24.52 MB/sec), 229.1 ms avg latency, 809.0 max latency.
1021066 records sent, 204213.2 records/sec (24.93 MB/sec), 239.8 ms avg latency, 757.0 max latency.
1033451 records sent, 206690.2 records/sec (25.23 MB/sec), 237.5 ms avg latency, 808.0 max latency.
983119 records sent, 196623.8 records/sec (24.00 MB/sec), 242.9 ms avg latency, 895.0 max latency.
973221 records sent, 194644.2 records/sec (23.76 MB/sec), 240.9 ms avg latency, 988.0 max latency.
1003011 records sent, 199445.4 records/sec (24.35 MB/sec), 244.0 ms avg latency, 756.0 max latency.
1010401 records sent, 201435.6 records/sec (24.59 MB/sec), 248.4 ms avg latency, 1038.0 max latency.
981349 records sent, 196034.6 records/sec (23.93 MB/sec), 235.4 ms avg latency, 1065.0 max latency.
979142 records sent, 195828.4 records/sec (23.90 MB/sec), 250.7 ms avg latency, 904.0 max latency.
988153 records sent, 197630.6 records/sec (24.12 MB/sec), 255.0 ms avg latency, 1020.0 max latency.
979408 records sent, 194674.6 records/sec (23.76 MB/sec), 240.3 ms avg latency, 836.0 max latency.
970439 records sent, 193468.7 records/sec (23.62 MB/sec), 246.8 ms avg latency, 1139.0 max latency.
1009103 records sent, 201820.6 records/sec (24.64 MB/sec), 242.5 ms avg latency, 708.0 max latency.
965323 records sent, 193064.6 records/sec (23.57 MB/sec), 245.4 ms avg latency, 736.0 max latency.
1019967 records sent, 201494.9 records/sec (24.60 MB/sec), 239.1 ms avg latency, 780.0 max latency.
979112 records sent, 195042.2 records/sec (23.81 MB/sec), 252.3 ms avg latency, 937.0 max latency.
932514 records sent, 185722.8 records/sec (22.67 MB/sec), 243.7 ms avg latency, 1064.0 max latency.
1030367 records sent, 206073.4 records/sec (25.16 MB/sec), 232.6 ms avg latency, 898.0 max latency.
1008351 records sent, 201670.2 records/sec (24.62 MB/sec), 245.5 ms avg latency, 863.0 max latency.
992739 records sent, 198547.8 records/sec (24.24 MB/sec), 247.1 ms avg latency, 963.0 max latency.
930989 records sent, 186197.8 records/sec (22.73 MB/sec), 246.8 ms avg latency, 1261.0 max latency.
976799 records sent, 195359.8 records/sec (23.85 MB/sec), 247.2 ms avg latency, 994.0 max latency.
992440 records sent, 198488.0 records/sec (24.23 MB/sec), 238.0 ms avg latency, 878.0 max latency.
935008 records sent, 187001.6 records/sec (22.83 MB/sec), 253.0 ms avg latency, 965.0 max latency.
1000370 records sent, 199276.9 records/sec (24.33 MB/sec), 250.3 ms avg latency, 967.0 max latency.
990990 records sent, 197487.0 records/sec (24.11 MB/sec), 243.3 ms avg latency, 1040.0 max latency.
1009376 records sent, 201391.9 records/sec (24.58 MB/sec), 241.3 ms avg latency, 656.0 max latency.
1011778 records sent, 201068.8 records/sec (24.54 MB/sec), 234.9 ms avg latency, 824.0 max latency.
990398 records sent, 198079.6 records/sec (24.18 MB/sec), 248.9 ms avg latency, 802.0 max latency.
987873 records sent, 196826.7 records/sec (24.03 MB/sec), 241.4 ms avg latency, 875.0 max latency.
978480 records sent, 195696.0 records/sec (23.89 MB/sec), 254.6 ms avg latency, 954.0 max latency.
929897 records sent, 184540.0 records/sec (22.53 MB/sec), 257.6 ms avg latency, 1259.0 max latency.
986577 records sent, 196921.6 records/sec (24.04 MB/sec), 244.7 ms avg latency, 1014.0 max latency.
1037329 records sent, 207382.8 records/sec (25.32 MB/sec), 236.5 ms avg latency, 780.0 max latency.
972712 records sent, 194542.4 records/sec (23.75 MB/sec), 244.9 ms avg latency, 916.0 max latency.
968338 records sent, 193667.6 records/sec (23.64 MB/sec), 248.5 ms avg latency, 927.0 max latency.
995833 records sent, 199166.6 records/sec (24.31 MB/sec), 240.5 ms avg latency, 809.0 max latency.
954513 records sent, 190902.6 records/sec (23.30 MB/sec), 251.6 ms avg latency, 877.0 max latency.
979072 records sent, 195306.6 records/sec (23.84 MB/sec), 244.1 ms avg latency, 817.0 max latency.
996432 records sent, 199286.4 records/sec (24.33 MB/sec), 242.6 ms avg latency, 913.0 max latency.
1026753 records sent, 204858.9 records/sec (25.01 MB/sec), 240.7 ms avg latency, 719.0 max latency.
971190 records sent, 193850.3 records/sec (23.66 MB/sec), 253.9 ms avg latency, 858.0 max latency.
974566 records sent, 194369.0 records/sec (23.73 MB/sec), 239.7 ms avg latency, 970.0 max latency.
1031786 records sent, 206357.2 records/sec (25.19 MB/sec), 239.8 ms avg latency, 863.0 max latency.
1016945 records sent, 200977.3 records/sec (24.53 MB/sec), 233.6 ms avg latency, 855.0 max latency.
1006761 records sent, 201352.2 records/sec (24.58 MB/sec), 241.0 ms avg latency, 876.0 max latency.
997189 records sent, 199119.2 records/sec (24.31 MB/sec), 239.6 ms avg latency, 806.0 max latency.
1010854 records sent, 202090.0 records/sec (24.67 MB/sec), 245.7 ms avg latency, 791.0 max latency.
983575 records sent, 196715.0 records/sec (24.01 MB/sec), 233.6 ms avg latency, 867.0 max latency.
1203276 records sent, 240655.2 records/sec (29.38 MB/sec), 203.0 ms avg latency, 700.0 max latency.
1179605 records sent, 229138.5 records/sec (27.97 MB/sec), 210.7 ms avg latency, 848.0 max latency.
1163697 records sent, 232182.2 records/sec (28.34 MB/sec), 207.3 ms avg latency, 710.0 max latency.
1142607 records sent, 227883.3 records/sec (27.82 MB/sec), 210.2 ms avg latency, 914.0 max latency.
1228155 records sent, 245631.0 records/sec (29.98 MB/sec), 187.6 ms avg latency, 791.0 max latency.
1122794 records sent, 224558.8 records/sec (27.41 MB/sec), 209.2 ms avg latency, 798.0 max latency.
1245462 records sent, 249092.4 records/sec (30.41 MB/sec), 191.5 ms avg latency, 702.0 max latency.
1146052 records sent, 229118.8 records/sec (27.97 MB/sec), 200.6 ms avg latency, 838.0 max latency.
1149257 records sent, 229851.4 records/sec (28.06 MB/sec), 202.6 ms avg latency, 1003.0 max latency.
1189360 records sent, 237872.0 records/sec (29.04 MB/sec), 195.1 ms avg latency, 1042.0 max latency.
1299654 records sent, 259619.3 records/sec (31.69 MB/sec), 185.8 ms avg latency, 759.0 max latency.
1248557 records sent, 246701.6 records/sec (30.11 MB/sec), 185.2 ms avg latency, 801.0 max latency.
1236546 records sent, 245541.3 records/sec (29.97 MB/sec), 194.5 ms avg latency, 876.0 max latency.
1192467 records sent, 235805.2 records/sec (28.78 MB/sec), 199.3 ms avg latency, 751.0 max latency.
190000000 records sent, 199321.467761 records/sec (24.33 MB/sec), 240.74 ms avg latency, 6329.00 ms max latency, 132 ms 50th, 496 ms 95th, 672 ms 99th, 985 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 60000000 256 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
496640 records sent, 99328.0 records/sec (24.25 MB/sec), 254.8 ms avg latency, 1106.0 max latency.
501453 records sent, 100290.6 records/sec (24.49 MB/sec), 267.8 ms avg latency, 1103.0 max latency.
491811 records sent, 98303.2 records/sec (24.00 MB/sec), 264.4 ms avg latency, 1191.0 max latency.
489063 records sent, 97812.6 records/sec (23.88 MB/sec), 283.0 ms avg latency, 990.0 max latency.
492526 records sent, 97684.6 records/sec (23.85 MB/sec), 270.2 ms avg latency, 885.0 max latency.
525758 records sent, 105151.6 records/sec (25.67 MB/sec), 264.6 ms avg latency, 994.0 max latency.
509061 records sent, 99835.5 records/sec (24.37 MB/sec), 262.6 ms avg latency, 804.0 max latency.
527705 records sent, 102327.9 records/sec (24.98 MB/sec), 266.1 ms avg latency, 890.0 max latency.
496519 records sent, 99303.8 records/sec (24.24 MB/sec), 270.9 ms avg latency, 1314.0 max latency.
521695 records sent, 104089.2 records/sec (25.41 MB/sec), 252.0 ms avg latency, 1028.0 max latency.
521493 records sent, 102635.9 records/sec (25.06 MB/sec), 270.7 ms avg latency, 1036.0 max latency.
495749 records sent, 99149.8 records/sec (24.21 MB/sec), 277.7 ms avg latency, 1113.0 max latency.
474076 records sent, 93709.4 records/sec (22.88 MB/sec), 270.8 ms avg latency, 1094.0 max latency.
529941 records sent, 104463.0 records/sec (25.50 MB/sec), 267.7 ms avg latency, 1197.0 max latency.
499585 records sent, 98654.2 records/sec (24.09 MB/sec), 272.8 ms avg latency, 1679.0 max latency.
495910 records sent, 99182.0 records/sec (24.21 MB/sec), 270.0 ms avg latency, 1066.0 max latency.
518015 records sent, 103293.1 records/sec (25.22 MB/sec), 267.5 ms avg latency, 1130.0 max latency.
507597 records sent, 98105.3 records/sec (23.95 MB/sec), 266.8 ms avg latency, 972.0 max latency.
534587 records sent, 106704.0 records/sec (26.05 MB/sec), 255.8 ms avg latency, 1111.0 max latency.
530647 records sent, 105727.6 records/sec (25.81 MB/sec), 265.1 ms avg latency, 1138.0 max latency.
502679 records sent, 100535.8 records/sec (24.54 MB/sec), 259.3 ms avg latency, 1226.0 max latency.
533005 records sent, 104963.6 records/sec (25.63 MB/sec), 252.3 ms avg latency, 1039.0 max latency.
529914 records sent, 105982.8 records/sec (25.87 MB/sec), 262.4 ms avg latency, 961.0 max latency.
531645 records sent, 106329.0 records/sec (25.96 MB/sec), 250.0 ms avg latency, 981.0 max latency.
528832 records sent, 101270.0 records/sec (24.72 MB/sec), 258.3 ms avg latency, 1170.0 max latency.
558373 records sent, 108887.1 records/sec (26.58 MB/sec), 256.8 ms avg latency, 1030.0 max latency.
514096 records sent, 102348.4 records/sec (24.99 MB/sec), 255.7 ms avg latency, 1360.0 max latency.
487793 records sent, 97519.6 records/sec (23.81 MB/sec), 285.1 ms avg latency, 1459.0 max latency.
502082 records sent, 100416.4 records/sec (24.52 MB/sec), 269.8 ms avg latency, 909.0 max latency.
504056 records sent, 100150.2 records/sec (24.45 MB/sec), 260.6 ms avg latency, 1491.0 max latency.
483536 records sent, 96707.2 records/sec (23.61 MB/sec), 290.9 ms avg latency, 1187.0 max latency.
497798 records sent, 99559.6 records/sec (24.31 MB/sec), 272.2 ms avg latency, 1136.0 max latency.
506694 records sent, 101257.8 records/sec (24.72 MB/sec), 259.0 ms avg latency, 910.0 max latency.
528795 records sent, 103970.7 records/sec (25.38 MB/sec), 261.1 ms avg latency, 958.0 max latency.
505131 records sent, 100945.4 records/sec (24.64 MB/sec), 270.7 ms avg latency, 1071.0 max latency.
502980 records sent, 100596.0 records/sec (24.56 MB/sec), 274.4 ms avg latency, 1030.0 max latency.
513667 records sent, 101595.5 records/sec (24.80 MB/sec), 254.0 ms avg latency, 941.0 max latency.
520209 records sent, 102585.1 records/sec (25.05 MB/sec), 263.5 ms avg latency, 1160.0 max latency.
518978 records sent, 103340.9 records/sec (25.23 MB/sec), 259.6 ms avg latency, 775.0 max latency.
533390 records sent, 106678.0 records/sec (26.04 MB/sec), 260.0 ms avg latency, 1221.0 max latency.
525782 records sent, 105156.4 records/sec (25.67 MB/sec), 260.1 ms avg latency, 918.0 max latency.
505028 records sent, 100603.2 records/sec (24.56 MB/sec), 264.4 ms avg latency, 1135.0 max latency.
476316 records sent, 94902.6 records/sec (23.17 MB/sec), 274.0 ms avg latency, 1174.0 max latency.
523930 records sent, 104786.0 records/sec (25.58 MB/sec), 263.7 ms avg latency, 992.0 max latency.
523757 records sent, 102939.7 records/sec (25.13 MB/sec), 267.0 ms avg latency, 1064.0 max latency.
513345 records sent, 101231.5 records/sec (24.71 MB/sec), 270.4 ms avg latency, 1140.0 max latency.
508147 records sent, 101548.2 records/sec (24.79 MB/sec), 264.1 ms avg latency, 1011.0 max latency.
499584 records sent, 98712.5 records/sec (24.10 MB/sec), 274.6 ms avg latency, 930.0 max latency.
499395 records sent, 99719.4 records/sec (24.35 MB/sec), 275.0 ms avg latency, 1017.0 max latency.
493809 records sent, 98761.8 records/sec (24.11 MB/sec), 265.7 ms avg latency, 995.0 max latency.
495120 records sent, 97618.3 records/sec (23.83 MB/sec), 273.3 ms avg latency, 1021.0 max latency.
527530 records sent, 105484.9 records/sec (25.75 MB/sec), 264.7 ms avg latency, 954.0 max latency.
528702 records sent, 102421.9 records/sec (25.01 MB/sec), 258.3 ms avg latency, 1143.0 max latency.
521665 records sent, 104333.0 records/sec (25.47 MB/sec), 272.4 ms avg latency, 1203.0 max latency.
512501 records sent, 101304.8 records/sec (24.73 MB/sec), 252.6 ms avg latency, 961.0 max latency.
510358 records sent, 102071.6 records/sec (24.92 MB/sec), 271.3 ms avg latency, 998.0 max latency.
518214 records sent, 100663.2 records/sec (24.58 MB/sec), 264.3 ms avg latency, 1029.0 max latency.
555724 records sent, 111144.8 records/sec (27.13 MB/sec), 255.7 ms avg latency, 1060.0 max latency.
481005 records sent, 96028.1 records/sec (23.44 MB/sec), 268.2 ms avg latency, 965.0 max latency.
533037 records sent, 106607.4 records/sec (26.03 MB/sec), 256.2 ms avg latency, 946.0 max latency.
497122 records sent, 98988.8 records/sec (24.17 MB/sec), 275.1 ms avg latency, 864.0 max latency.
516655 records sent, 103331.0 records/sec (25.23 MB/sec), 255.1 ms avg latency, 904.0 max latency.
504913 records sent, 100982.6 records/sec (24.65 MB/sec), 275.6 ms avg latency, 827.0 max latency.
510623 records sent, 100516.3 records/sec (24.54 MB/sec), 263.6 ms avg latency, 935.0 max latency.
512436 records sent, 102487.2 records/sec (25.02 MB/sec), 261.3 ms avg latency, 1321.0 max latency.
513498 records sent, 102290.4 records/sec (24.97 MB/sec), 260.0 ms avg latency, 1003.0 max latency.
522767 records sent, 102927.2 records/sec (25.13 MB/sec), 267.8 ms avg latency, 1143.0 max latency.
521225 records sent, 104245.0 records/sec (25.45 MB/sec), 264.8 ms avg latency, 1120.0 max latency.
508900 records sent, 101780.0 records/sec (24.85 MB/sec), 265.9 ms avg latency, 971.0 max latency.
499412 records sent, 99882.4 records/sec (24.39 MB/sec), 264.2 ms avg latency, 987.0 max latency.
502635 records sent, 100126.5 records/sec (24.44 MB/sec), 265.2 ms avg latency, 1154.0 max latency.
519982 records sent, 103582.1 records/sec (25.29 MB/sec), 257.3 ms avg latency, 1088.0 max latency.
493780 records sent, 98756.0 records/sec (24.11 MB/sec), 278.5 ms avg latency, 1112.0 max latency.
506979 records sent, 101395.8 records/sec (24.75 MB/sec), 270.6 ms avg latency, 1065.0 max latency.
498966 records sent, 99793.2 records/sec (24.36 MB/sec), 274.7 ms avg latency, 1055.0 max latency.
514730 records sent, 102352.4 records/sec (24.99 MB/sec), 262.9 ms avg latency, 1342.0 max latency.
539143 records sent, 105880.4 records/sec (25.85 MB/sec), 256.3 ms avg latency, 919.0 max latency.
531809 records sent, 105853.7 records/sec (25.84 MB/sec), 252.9 ms avg latency, 809.0 max latency.
493415 records sent, 98211.6 records/sec (23.98 MB/sec), 269.5 ms avg latency, 881.0 max latency.
510334 records sent, 102066.8 records/sec (24.92 MB/sec), 270.6 ms avg latency, 931.0 max latency.
526252 records sent, 105250.4 records/sec (25.70 MB/sec), 257.5 ms avg latency, 994.0 max latency.
508452 records sent, 100464.7 records/sec (24.53 MB/sec), 257.7 ms avg latency, 975.0 max latency.
550569 records sent, 108465.1 records/sec (26.48 MB/sec), 256.6 ms avg latency, 1018.0 max latency.
532379 records sent, 105150.9 records/sec (25.67 MB/sec), 263.0 ms avg latency, 1376.0 max latency.
523508 records sent, 102709.0 records/sec (25.08 MB/sec), 254.9 ms avg latency, 1099.0 max latency.
534779 records sent, 105583.2 records/sec (25.78 MB/sec), 254.5 ms avg latency, 926.0 max latency.
535902 records sent, 106689.6 records/sec (26.05 MB/sec), 263.4 ms avg latency, 995.0 max latency.
522444 records sent, 104238.6 records/sec (25.45 MB/sec), 251.8 ms avg latency, 1012.0 max latency.
515382 records sent, 103076.4 records/sec (25.17 MB/sec), 269.4 ms avg latency, 964.0 max latency.
502224 records sent, 100304.4 records/sec (24.49 MB/sec), 259.8 ms avg latency, 939.0 max latency.
489996 records sent, 97298.6 records/sec (23.75 MB/sec), 280.9 ms avg latency, 1042.0 max latency.
533596 records sent, 106719.2 records/sec (26.05 MB/sec), 253.7 ms avg latency, 1151.0 max latency.
469335 records sent, 93233.0 records/sec (22.76 MB/sec), 280.1 ms avg latency, 1255.0 max latency.
502116 records sent, 100383.0 records/sec (24.51 MB/sec), 278.8 ms avg latency, 1226.0 max latency.
479526 records sent, 95809.4 records/sec (23.39 MB/sec), 283.0 ms avg latency, 957.0 max latency.
507106 records sent, 101421.2 records/sec (24.76 MB/sec), 266.5 ms avg latency, 1101.0 max latency.
489657 records sent, 97853.1 records/sec (23.89 MB/sec), 270.0 ms avg latency, 1194.0 max latency.
500596 records sent, 99403.5 records/sec (24.27 MB/sec), 269.9 ms avg latency, 953.0 max latency.
516671 records sent, 101927.6 records/sec (24.88 MB/sec), 272.5 ms avg latency, 978.0 max latency.
481940 records sent, 96042.2 records/sec (23.45 MB/sec), 275.4 ms avg latency, 917.0 max latency.
486305 records sent, 97261.0 records/sec (23.75 MB/sec), 285.1 ms avg latency, 1002.0 max latency.
505609 records sent, 100819.3 records/sec (24.61 MB/sec), 266.9 ms avg latency, 1015.0 max latency.
537736 records sent, 106948.3 records/sec (26.11 MB/sec), 250.3 ms avg latency, 981.0 max latency.
508433 records sent, 101463.4 records/sec (24.77 MB/sec), 273.2 ms avg latency, 1007.0 max latency.
562634 records sent, 112526.8 records/sec (27.47 MB/sec), 242.0 ms avg latency, 1167.0 max latency.
436395 records sent, 86948.6 records/sec (21.23 MB/sec), 291.1 ms avg latency, 1253.0 max latency.
425728 records sent, 84823.3 records/sec (20.71 MB/sec), 329.1 ms avg latency, 1206.0 max latency.
505437 records sent, 100225.5 records/sec (24.47 MB/sec), 270.1 ms avg latency, 1178.0 max latency.
408945 records sent, 79345.2 records/sec (19.37 MB/sec), 334.9 ms avg latency, 1468.0 max latency.
432449 records sent, 86489.8 records/sec (21.12 MB/sec), 323.6 ms avg latency, 1408.0 max latency.
391377 records sent, 78275.4 records/sec (19.11 MB/sec), 341.7 ms avg latency, 1568.0 max latency.
424274 records sent, 84854.8 records/sec (20.72 MB/sec), 316.5 ms avg latency, 1073.0 max latency.
426422 records sent, 84657.9 records/sec (20.67 MB/sec), 305.9 ms avg latency, 1329.0 max latency.
395804 records sent, 78501.4 records/sec (19.17 MB/sec), 355.7 ms avg latency, 1233.0 max latency.
418793 records sent, 83758.6 records/sec (20.45 MB/sec), 336.4 ms avg latency, 1150.0 max latency.
415647 records sent, 83129.4 records/sec (20.30 MB/sec), 301.6 ms avg latency, 1659.0 max latency.
406748 records sent, 80385.0 records/sec (19.63 MB/sec), 333.7 ms avg latency, 1571.0 max latency.
426071 records sent, 84153.9 records/sec (20.55 MB/sec), 333.4 ms avg latency, 1457.0 max latency.
419283 records sent, 83856.6 records/sec (20.47 MB/sec), 325.4 ms avg latency, 1312.0 max latency.
60000000 records sent, 99531.208010 records/sec (24.30 MB/sec), 271.15 ms avg latency, 1679.00 ms max latency, 252 ms 50th, 794 ms 95th, 988 ms 99th, 1270 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 60000000 256 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=8192
507397 records sent, 100894.2 records/sec (24.63 MB/sec), 246.7 ms avg latency, 1017.0 max latency.
510274 records sent, 100487.2 records/sec (24.53 MB/sec), 269.6 ms avg latency, 1156.0 max latency.
535321 records sent, 106025.2 records/sec (25.89 MB/sec), 262.5 ms avg latency, 1048.0 max latency.
532359 records sent, 106153.3 records/sec (25.92 MB/sec), 256.0 ms avg latency, 961.0 max latency.
546194 records sent, 107900.8 records/sec (26.34 MB/sec), 254.5 ms avg latency, 1112.0 max latency.
542986 records sent, 107607.2 records/sec (26.27 MB/sec), 256.8 ms avg latency, 1069.0 max latency.
536395 records sent, 107000.8 records/sec (26.12 MB/sec), 260.5 ms avg latency, 1128.0 max latency.
521509 records sent, 104301.8 records/sec (25.46 MB/sec), 269.6 ms avg latency, 1201.0 max latency.
542964 records sent, 107220.4 records/sec (26.18 MB/sec), 252.9 ms avg latency, 1050.0 max latency.
556834 records sent, 111255.5 records/sec (27.16 MB/sec), 246.8 ms avg latency, 863.0 max latency.
544299 records sent, 106683.5 records/sec (26.05 MB/sec), 267.6 ms avg latency, 1224.0 max latency.
534720 records sent, 105717.7 records/sec (25.81 MB/sec), 266.9 ms avg latency, 1160.0 max latency.
515877 records sent, 102295.7 records/sec (24.97 MB/sec), 257.1 ms avg latency, 988.0 max latency.
540218 records sent, 107699.0 records/sec (26.29 MB/sec), 261.4 ms avg latency, 900.0 max latency.
535567 records sent, 106200.1 records/sec (25.93 MB/sec), 254.4 ms avg latency, 942.0 max latency.
527650 records sent, 105256.3 records/sec (25.70 MB/sec), 262.2 ms avg latency, 1032.0 max latency.
530369 records sent, 105862.1 records/sec (25.85 MB/sec), 253.1 ms avg latency, 1372.0 max latency.
556684 records sent, 110365.6 records/sec (26.94 MB/sec), 265.5 ms avg latency, 1372.0 max latency.
534381 records sent, 105567.2 records/sec (25.77 MB/sec), 262.4 ms avg latency, 1086.0 max latency.
570050 records sent, 114010.0 records/sec (27.83 MB/sec), 241.3 ms avg latency, 986.0 max latency.
504151 records sent, 100830.2 records/sec (24.62 MB/sec), 265.1 ms avg latency, 1480.0 max latency.
527450 records sent, 102816.8 records/sec (25.10 MB/sec), 260.3 ms avg latency, 1207.0 max latency.
528045 records sent, 104459.9 records/sec (25.50 MB/sec), 273.4 ms avg latency, 1320.0 max latency.
526654 records sent, 104412.0 records/sec (25.49 MB/sec), 265.3 ms avg latency, 1139.0 max latency.
518745 records sent, 102377.1 records/sec (24.99 MB/sec), 272.7 ms avg latency, 1235.0 max latency.
494765 records sent, 98167.7 records/sec (23.97 MB/sec), 273.0 ms avg latency, 1303.0 max latency.
522998 records sent, 104390.8 records/sec (25.49 MB/sec), 266.5 ms avg latency, 863.0 max latency.
492994 records sent, 98598.8 records/sec (24.07 MB/sec), 269.1 ms avg latency, 966.0 max latency.
488333 records sent, 97530.1 records/sec (23.81 MB/sec), 287.9 ms avg latency, 1184.0 max latency.
526900 records sent, 104336.6 records/sec (25.47 MB/sec), 258.9 ms avg latency, 1228.0 max latency.
513724 records sent, 102642.2 records/sec (25.06 MB/sec), 270.8 ms avg latency, 1253.0 max latency.
513365 records sent, 102673.0 records/sec (25.07 MB/sec), 274.6 ms avg latency, 1072.0 max latency.
521134 records sent, 102990.9 records/sec (25.14 MB/sec), 251.5 ms avg latency, 1287.0 max latency.
551527 records sent, 108782.4 records/sec (26.56 MB/sec), 263.8 ms avg latency, 1216.0 max latency.
468831 records sent, 91711.9 records/sec (22.39 MB/sec), 298.6 ms avg latency, 1148.0 max latency.
322315 records sent, 63976.8 records/sec (15.62 MB/sec), 413.5 ms avg latency, 1605.0 max latency.
344396 records sent, 68632.1 records/sec (16.76 MB/sec), 425.2 ms avg latency, 1317.0 max latency.
351772 records sent, 69754.5 records/sec (17.03 MB/sec), 405.5 ms avg latency, 1325.0 max latency.
307526 records sent, 61101.9 records/sec (14.92 MB/sec), 431.3 ms avg latency, 1355.0 max latency.
353900 records sent, 70780.0 records/sec (17.28 MB/sec), 386.7 ms avg latency, 1345.0 max latency.
329246 records sent, 65236.0 records/sec (15.93 MB/sec), 409.1 ms avg latency, 1280.0 max latency.
341148 records sent, 67876.6 records/sec (16.57 MB/sec), 417.9 ms avg latency, 1488.0 max latency.
325842 records sent, 64754.0 records/sec (15.81 MB/sec), 449.1 ms avg latency, 1627.0 max latency.
351583 records sent, 68910.8 records/sec (16.82 MB/sec), 378.3 ms avg latency, 1290.0 max latency.
331367 records sent, 65799.6 records/sec (16.06 MB/sec), 422.9 ms avg latency, 1357.0 max latency.
338384 records sent, 67676.8 records/sec (16.52 MB/sec), 431.2 ms avg latency, 1531.0 max latency.
348499 records sent, 69699.8 records/sec (17.02 MB/sec), 378.2 ms avg latency, 1280.0 max latency.
351152 records sent, 70230.4 records/sec (17.15 MB/sec), 404.8 ms avg latency, 1416.0 max latency.
335076 records sent, 66814.8 records/sec (16.31 MB/sec), 404.4 ms avg latency, 1551.0 max latency.
336098 records sent, 66991.8 records/sec (16.36 MB/sec), 425.2 ms avg latency, 1537.0 max latency.
332652 records sent, 66028.6 records/sec (16.12 MB/sec), 397.4 ms avg latency, 1470.0 max latency.
361108 records sent, 72221.6 records/sec (17.63 MB/sec), 404.6 ms avg latency, 1412.0 max latency.
331045 records sent, 65853.4 records/sec (16.08 MB/sec), 402.0 ms avg latency, 1520.0 max latency.
350921 records sent, 69641.0 records/sec (17.00 MB/sec), 406.3 ms avg latency, 1435.0 max latency.
350120 records sent, 69482.0 records/sec (16.96 MB/sec), 411.6 ms avg latency, 1597.0 max latency.
324528 records sent, 64905.6 records/sec (15.85 MB/sec), 420.7 ms avg latency, 1557.0 max latency.
