bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
1234590 records sent, 246523.6 records/sec (30.09 MB/sec), 174.6 ms avg latency, 804.0 max latency.
1027431 records sent, 205486.2 records/sec (25.08 MB/sec), 234.5 ms avg latency, 848.0 max latency.
952034 records sent, 190406.8 records/sec (23.24 MB/sec), 255.2 ms avg latency, 917.0 max latency.
1012025 records sent, 201839.8 records/sec (24.64 MB/sec), 248.5 ms avg latency, 800.0 max latency.
974046 records sent, 193224.8 records/sec (23.59 MB/sec), 243.4 ms avg latency, 790.0 max latency.
1040336 records sent, 208067.2 records/sec (25.40 MB/sec), 244.0 ms avg latency, 869.0 max latency.
956259 records sent, 191251.8 records/sec (23.35 MB/sec), 250.1 ms avg latency, 944.0 max latency.
985403 records sent, 197080.6 records/sec (24.06 MB/sec), 250.3 ms avg latency, 817.0 max latency.
999758 records sent, 199951.6 records/sec (24.41 MB/sec), 238.2 ms avg latency, 774.0 max latency.
952379 records sent, 189490.4 records/sec (23.13 MB/sec), 260.2 ms avg latency, 1086.0 max latency.
978341 records sent, 195668.2 records/sec (23.89 MB/sec), 246.3 ms avg latency, 781.0 max latency.
990430 records sent, 196748.1 records/sec (24.02 MB/sec), 242.5 ms avg latency, 773.0 max latency.
918213 records sent, 183642.6 records/sec (22.42 MB/sec), 259.9 ms avg latency, 1162.0 max latency.
1046905 records sent, 208422.3 records/sec (25.44 MB/sec), 241.0 ms avg latency, 711.0 max latency.
999148 records sent, 199152.5 records/sec (24.31 MB/sec), 245.0 ms avg latency, 953.0 max latency.
920297 records sent, 184059.4 records/sec (22.47 MB/sec), 255.0 ms avg latency, 1302.0 max latency.
949428 records sent, 189885.6 records/sec (23.18 MB/sec), 259.9 ms avg latency, 938.0 max latency.
920341 records sent, 183261.8 records/sec (22.37 MB/sec), 258.1 ms avg latency, 1060.0 max latency.
963835 records sent, 192767.0 records/sec (23.53 MB/sec), 256.4 ms avg latency, 1038.0 max latency.
998306 records sent, 198905.4 records/sec (24.28 MB/sec), 247.1 ms avg latency, 753.0 max latency.
990039 records sent, 196436.3 records/sec (23.98 MB/sec), 245.5 ms avg latency, 747.0 max latency.
951245 records sent, 190249.0 records/sec (23.22 MB/sec), 259.3 ms avg latency, 876.0 max latency.
950178 records sent, 189732.0 records/sec (23.16 MB/sec), 252.6 ms avg latency, 916.0 max latency.
975595 records sent, 195119.0 records/sec (23.82 MB/sec), 249.9 ms avg latency, 1056.0 max latency.
921819 records sent, 184290.1 records/sec (22.50 MB/sec), 259.4 ms avg latency, 1025.0 max latency.
961439 records sent, 191942.3 records/sec (23.43 MB/sec), 251.1 ms avg latency, 982.0 max latency.
978992 records sent, 195798.4 records/sec (23.90 MB/sec), 250.0 ms avg latency, 1046.0 max latency.
914181 records sent, 182836.2 records/sec (22.32 MB/sec), 265.5 ms avg latency, 1064.0 max latency.
962851 records sent, 192570.2 records/sec (23.51 MB/sec), 250.3 ms avg latency, 958.0 max latency.
924201 records sent, 184840.2 records/sec (22.56 MB/sec), 263.3 ms avg latency, 1110.0 max latency.
997440 records sent, 197200.5 records/sec (24.07 MB/sec), 247.4 ms avg latency, 946.0 max latency.
951571 records sent, 189782.8 records/sec (23.17 MB/sec), 257.2 ms avg latency, 1139.0 max latency.
1015940 records sent, 203188.0 records/sec (24.80 MB/sec), 243.8 ms avg latency, 705.0 max latency.
968996 records sent, 192950.2 records/sec (23.55 MB/sec), 247.1 ms avg latency, 733.0 max latency.
983579 records sent, 194614.0 records/sec (23.76 MB/sec), 245.0 ms avg latency, 782.0 max latency.
1005520 records sent, 199825.1 records/sec (24.39 MB/sec), 238.8 ms avg latency, 887.0 max latency.
941550 records sent, 188310.0 records/sec (22.99 MB/sec), 260.9 ms avg latency, 1195.0 max latency.
979878 records sent, 195975.6 records/sec (23.92 MB/sec), 248.5 ms avg latency, 886.0 max latency.
967293 records sent, 193458.6 records/sec (23.62 MB/sec), 251.5 ms avg latency, 865.0 max latency.
1006421 records sent, 201284.2 records/sec (24.57 MB/sec), 244.4 ms avg latency, 909.0 max latency.
892773 records sent, 178554.6 records/sec (21.80 MB/sec), 266.4 ms avg latency, 1365.0 max latency.
951214 records sent, 190242.8 records/sec (23.22 MB/sec), 254.6 ms avg latency, 1012.0 max latency.
1015905 records sent, 203181.0 records/sec (24.80 MB/sec), 235.6 ms avg latency, 837.0 max latency.
972140 records sent, 194428.0 records/sec (23.73 MB/sec), 247.1 ms avg latency, 918.0 max latency.
937458 records sent, 187491.6 records/sec (22.89 MB/sec), 257.2 ms avg latency, 1097.0 max latency.
949597 records sent, 189919.4 records/sec (23.18 MB/sec), 255.9 ms avg latency, 983.0 max latency.
1014117 records sent, 202580.3 records/sec (24.73 MB/sec), 245.2 ms avg latency, 760.0 max latency.
864778 records sent, 172955.6 records/sec (21.11 MB/sec), 267.6 ms avg latency, 1156.0 max latency.
1021281 records sent, 204256.2 records/sec (24.93 MB/sec), 246.0 ms avg latency, 835.0 max latency.
961263 records sent, 190726.8 records/sec (23.28 MB/sec), 254.6 ms avg latency, 851.0 max latency.
982140 records sent, 196271.0 records/sec (23.96 MB/sec), 245.4 ms avg latency, 877.0 max latency.
949125 records sent, 189408.3 records/sec (23.12 MB/sec), 257.7 ms avg latency, 1055.0 max latency.
936556 records sent, 186453.5 records/sec (22.76 MB/sec), 252.1 ms avg latency, 1021.0 max latency.
992322 records sent, 197713.1 records/sec (24.13 MB/sec), 248.6 ms avg latency, 807.0 max latency.
1020316 records sent, 204063.2 records/sec (24.91 MB/sec), 234.5 ms avg latency, 871.0 max latency.
1001487 records sent, 200297.4 records/sec (24.45 MB/sec), 250.7 ms avg latency, 906.0 max latency.
982591 records sent, 196518.2 records/sec (23.99 MB/sec), 244.9 ms avg latency, 844.0 max latency.
988970 records sent, 197794.0 records/sec (24.14 MB/sec), 245.8 ms avg latency, 889.0 max latency.
959160 records sent, 191832.0 records/sec (23.42 MB/sec), 249.5 ms avg latency, 799.0 max latency.
948244 records sent, 189648.8 records/sec (23.15 MB/sec), 256.4 ms avg latency, 917.0 max latency.
973326 records sent, 194665.2 records/sec (23.76 MB/sec), 248.2 ms avg latency, 793.0 max latency.
954303 records sent, 190860.6 records/sec (23.30 MB/sec), 246.4 ms avg latency, 858.0 max latency.
936203 records sent, 187240.6 records/sec (22.86 MB/sec), 269.3 ms avg latency, 917.0 max latency.
956633 records sent, 191326.6 records/sec (23.36 MB/sec), 246.9 ms avg latency, 798.0 max latency.
975543 records sent, 195108.6 records/sec (23.82 MB/sec), 242.3 ms avg latency, 852.0 max latency.
969556 records sent, 193911.2 records/sec (23.67 MB/sec), 257.7 ms avg latency, 881.0 max latency.
937058 records sent, 187149.6 records/sec (22.85 MB/sec), 256.9 ms avg latency, 804.0 max latency.
989662 records sent, 197261.7 records/sec (24.08 MB/sec), 247.6 ms avg latency, 801.0 max latency.
980318 records sent, 196063.6 records/sec (23.93 MB/sec), 242.6 ms avg latency, 879.0 max latency.
190000000 records sent, 195091.898552 records/sec (23.81 MB/sec), 247.42 ms avg latency, 6673.00 ms max latency, 134 ms 50th, 526 ms 95th, 707 ms 99th, 1039 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 60000000 256 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
373341 records sent, 74608.5 records/sec (18.21 MB/sec), 316.4 ms avg latency, 1108.0 max latency.
331378 records sent, 66275.6 records/sec (16.18 MB/sec), 386.7 ms avg latency, 1408.0 max latency.
339121 records sent, 67783.5 records/sec (16.55 MB/sec), 432.4 ms avg latency, 1561.0 max latency.
405434 records sent, 80667.3 records/sec (19.69 MB/sec), 340.8 ms avg latency, 1335.0 max latency.
525014 records sent, 105002.8 records/sec (25.64 MB/sec), 254.4 ms avg latency, 1062.0 max latency.
451713 records sent, 89625.6 records/sec (21.88 MB/sec), 299.8 ms avg latency, 1038.0 max latency.
476932 records sent, 95215.0 records/sec (23.25 MB/sec), 276.4 ms avg latency, 1007.0 max latency.
453776 records sent, 90465.7 records/sec (22.09 MB/sec), 302.6 ms avg latency, 1309.0 max latency.
448564 records sent, 89694.9 records/sec (21.90 MB/sec), 286.9 ms avg latency, 1236.0 max latency.
428507 records sent, 85411.0 records/sec (20.85 MB/sec), 337.8 ms avg latency, 1404.0 max latency.
464181 records sent, 92008.1 records/sec (22.46 MB/sec), 287.7 ms avg latency, 830.0 max latency.
466832 records sent, 93310.4 records/sec (22.78 MB/sec), 282.9 ms avg latency, 1168.0 max latency.
458370 records sent, 91674.0 records/sec (22.38 MB/sec), 300.4 ms avg latency, 1362.0 max latency.
464316 records sent, 92789.0 records/sec (22.65 MB/sec), 298.4 ms avg latency, 872.0 max latency.
583701 records sent, 115997.8 records/sec (28.32 MB/sec), 237.0 ms avg latency, 1072.0 max latency.
497040 records sent, 99408.0 records/sec (24.27 MB/sec), 258.9 ms avg latency, 1104.0 max latency.
516002 records sent, 102953.3 records/sec (25.14 MB/sec), 271.9 ms avg latency, 1139.0 max latency.
516884 records sent, 102597.1 records/sec (25.05 MB/sec), 255.3 ms avg latency, 1177.0 max latency.
509331 records sent, 100857.6 records/sec (24.62 MB/sec), 268.2 ms avg latency, 998.0 max latency.
497383 records sent, 98785.1 records/sec (24.12 MB/sec), 272.3 ms avg latency, 869.0 max latency.
513260 records sent, 102652.0 records/sec (25.06 MB/sec), 270.3 ms avg latency, 1008.0 max latency.
519482 records sent, 103092.3 records/sec (25.17 MB/sec), 263.4 ms avg latency, 847.0 max latency.
484626 records sent, 96654.6 records/sec (23.60 MB/sec), 243.8 ms avg latency, 1220.0 max latency.
509932 records sent, 101904.9 records/sec (24.88 MB/sec), 294.4 ms avg latency, 1326.0 max latency.
518672 records sent, 102849.9 records/sec (25.11 MB/sec), 254.9 ms avg latency, 1056.0 max latency.
510430 records sent, 102086.0 records/sec (24.92 MB/sec), 266.1 ms avg latency, 1113.0 max latency.
496344 records sent, 97840.3 records/sec (23.89 MB/sec), 275.8 ms avg latency, 940.0 max latency.
481916 records sent, 95770.3 records/sec (23.38 MB/sec), 291.5 ms avg latency, 1197.0 max latency.
508768 records sent, 100666.4 records/sec (24.58 MB/sec), 254.3 ms avg latency, 1678.0 max latency.
509207 records sent, 101841.4 records/sec (24.86 MB/sec), 276.9 ms avg latency, 1172.0 max latency.
486573 records sent, 97314.6 records/sec (23.76 MB/sec), 265.9 ms avg latency, 1065.0 max latency.
519814 records sent, 103962.8 records/sec (25.38 MB/sec), 271.5 ms avg latency, 1129.0 max latency.
519086 records sent, 103817.2 records/sec (25.35 MB/sec), 265.0 ms avg latency, 1002.0 max latency.
507124 records sent, 101424.8 records/sec (24.76 MB/sec), 254.1 ms avg latency, 1112.0 max latency.
514173 records sent, 102486.1 records/sec (25.02 MB/sec), 261.8 ms avg latency, 1235.0 max latency.
548222 records sent, 107621.1 records/sec (26.27 MB/sec), 256.2 ms avg latency, 1000.0 max latency.
527754 records sent, 104175.7 records/sec (25.43 MB/sec), 257.0 ms avg latency, 1040.0 max latency.
511405 records sent, 101028.2 records/sec (24.67 MB/sec), 264.8 ms avg latency, 956.0 max latency.
553767 records sent, 107381.6 records/sec (26.22 MB/sec), 249.5 ms avg latency, 977.0 max latency.
528555 records sent, 105711.0 records/sec (25.81 MB/sec), 255.6 ms avg latency, 1162.0 max latency.
526564 records sent, 104497.7 records/sec (25.51 MB/sec), 257.8 ms avg latency, 1030.0 max latency.
498463 records sent, 98646.9 records/sec (24.08 MB/sec), 285.8 ms avg latency, 1458.0 max latency.
514895 records sent, 102548.3 records/sec (25.04 MB/sec), 254.6 ms avg latency, 932.0 max latency.
519110 records sent, 102998.0 records/sec (25.15 MB/sec), 259.6 ms avg latency, 896.0 max latency.
515704 records sent, 100802.2 records/sec (24.61 MB/sec), 267.7 ms avg latency, 1480.0 max latency.
482000 records sent, 96400.0 records/sec (23.54 MB/sec), 282.0 ms avg latency, 1138.0 max latency.
508756 records sent, 101487.3 records/sec (24.78 MB/sec), 261.9 ms avg latency, 960.0 max latency.
523873 records sent, 103778.3 records/sec (25.34 MB/sec), 266.0 ms avg latency, 919.0 max latency.
536102 records sent, 107220.4 records/sec (26.18 MB/sec), 258.5 ms avg latency, 1073.0 max latency.
487004 records sent, 97400.8 records/sec (23.78 MB/sec), 282.2 ms avg latency, 1007.0 max latency.
489854 records sent, 97077.7 records/sec (23.70 MB/sec), 262.2 ms avg latency, 1030.0 max latency.
507891 records sent, 100572.5 records/sec (24.55 MB/sec), 271.7 ms avg latency, 965.0 max latency.
524445 records sent, 104742.4 records/sec (25.57 MB/sec), 259.7 ms avg latency, 1164.0 max latency.
523993 records sent, 103026.5 records/sec (25.15 MB/sec), 259.4 ms avg latency, 1024.0 max latency.
531918 records sent, 104379.5 records/sec (25.48 MB/sec), 263.4 ms avg latency, 1234.0 max latency.
528815 records sent, 103974.6 records/sec (25.38 MB/sec), 259.6 ms avg latency, 915.0 max latency.
516527 records sent, 101999.8 records/sec (24.90 MB/sec), 256.9 ms avg latency, 1135.0 max latency.
497922 records sent, 98754.9 records/sec (24.11 MB/sec), 284.6 ms avg latency, 1172.0 max latency.
523767 records sent, 104753.4 records/sec (25.57 MB/sec), 261.0 ms avg latency, 866.0 max latency.
515471 records sent, 103094.2 records/sec (25.17 MB/sec), 260.4 ms avg latency, 1139.0 max latency.
507825 records sent, 101524.4 records/sec (24.79 MB/sec), 265.5 ms avg latency, 1056.0 max latency.
501414 records sent, 100282.8 records/sec (24.48 MB/sec), 271.0 ms avg latency, 1009.0 max latency.
488555 records sent, 96916.3 records/sec (23.66 MB/sec), 271.9 ms avg latency, 913.0 max latency.
520138 records sent, 104027.6 records/sec (25.40 MB/sec), 271.7 ms avg latency, 1018.0 max latency.
494919 records sent, 98256.7 records/sec (23.99 MB/sec), 262.9 ms avg latency, 994.0 max latency.
498945 records sent, 99115.0 records/sec (24.20 MB/sec), 274.2 ms avg latency, 998.0 max latency.
535236 records sent, 106366.5 records/sec (25.97 MB/sec), 258.2 ms avg latency, 1138.0 max latency.
516798 records sent, 102763.6 records/sec (25.09 MB/sec), 264.9 ms avg latency, 1213.0 max latency.
514443 records sent, 100792.1 records/sec (24.61 MB/sec), 268.7 ms avg latency, 1070.0 max latency.
501222 records sent, 100244.4 records/sec (24.47 MB/sec), 265.1 ms avg latency, 999.0 max latency.
512348 records sent, 101716.9 records/sec (24.83 MB/sec), 265.0 ms avg latency, 865.0 max latency.
521674 records sent, 104334.8 records/sec (25.47 MB/sec), 258.5 ms avg latency, 1028.0 max latency.
511506 records sent, 102301.2 records/sec (24.98 MB/sec), 264.9 ms avg latency, 1061.0 max latency.
525387 records sent, 104119.5 records/sec (25.42 MB/sec), 264.1 ms avg latency, 955.0 max latency.
520969 records sent, 102958.3 records/sec (25.14 MB/sec), 256.9 ms avg latency, 837.0 max latency.
512312 records sent, 101669.4 records/sec (24.82 MB/sec), 263.5 ms avg latency, 864.0 max latency.
525684 records sent, 105094.8 records/sec (25.66 MB/sec), 262.5 ms avg latency, 845.0 max latency.
490514 records sent, 97770.4 records/sec (23.87 MB/sec), 271.1 ms avg latency, 765.0 max latency.
528666 records sent, 105102.6 records/sec (25.66 MB/sec), 262.3 ms avg latency, 1057.0 max latency.
516632 records sent, 103326.4 records/sec (25.23 MB/sec), 254.8 ms avg latency, 1004.0 max latency.
517026 records sent, 102870.3 records/sec (25.11 MB/sec), 268.1 ms avg latency, 1142.0 max latency.
524995 records sent, 104145.0 records/sec (25.43 MB/sec), 261.9 ms avg latency, 971.0 max latency.
518546 records sent, 103709.2 records/sec (25.32 MB/sec), 262.7 ms avg latency, 1120.0 max latency.
481859 records sent, 94798.2 records/sec (23.14 MB/sec), 276.1 ms avg latency, 991.0 max latency.
530908 records sent, 106181.6 records/sec (25.92 MB/sec), 259.2 ms avg latency, 991.0 max latency.
495016 records sent, 99003.2 records/sec (24.17 MB/sec), 266.6 ms avg latency, 1156.0 max latency.
507344 records sent, 100107.3 records/sec (24.44 MB/sec), 272.7 ms avg latency, 1111.0 max latency.
511031 records sent, 102206.2 records/sec (24.95 MB/sec), 269.7 ms avg latency, 950.0 max latency.
513655 records sent, 102731.0 records/sec (25.08 MB/sec), 255.0 ms avg latency, 960.0 max latency.
495786 records sent, 97499.7 records/sec (23.80 MB/sec), 262.7 ms avg latency, 1054.0 max latency.
520307 records sent, 102827.5 records/sec (25.10 MB/sec), 279.0 ms avg latency, 1336.0 max latency.
532586 records sent, 105755.8 records/sec (25.82 MB/sec), 253.6 ms avg latency, 920.0 max latency.
535156 records sent, 106308.3 records/sec (25.95 MB/sec), 256.9 ms avg latency, 813.0 max latency.
514284 records sent, 101576.9 records/sec (24.80 MB/sec), 266.5 ms avg latency, 884.0 max latency.
511658 records sent, 102188.5 records/sec (24.95 MB/sec), 265.9 ms avg latency, 997.0 max latency.
520099 records sent, 103936.7 records/sec (25.38 MB/sec), 262.6 ms avg latency, 968.0 max latency.
521978 records sent, 103198.5 records/sec (25.19 MB/sec), 263.5 ms avg latency, 932.0 max latency.
517713 records sent, 102843.3 records/sec (25.11 MB/sec), 261.1 ms avg latency, 974.0 max latency.
518276 records sent, 103016.5 records/sec (25.15 MB/sec), 253.1 ms avg latency, 1289.0 max latency.
547278 records sent, 108457.8 records/sec (26.48 MB/sec), 252.1 ms avg latency, 1111.0 max latency.
549559 records sent, 109911.8 records/sec (26.83 MB/sec), 251.6 ms avg latency, 962.0 max latency.
518998 records sent, 103799.6 records/sec (25.34 MB/sec), 266.9 ms avg latency, 1002.0 max latency.
498090 records sent, 98514.6 records/sec (24.05 MB/sec), 264.2 ms avg latency, 991.0 max latency.
513932 records sent, 102786.4 records/sec (25.09 MB/sec), 262.1 ms avg latency, 983.0 max latency.
517785 records sent, 102714.7 records/sec (25.08 MB/sec), 253.7 ms avg latency, 1014.0 max latency.
516310 records sent, 101655.8 records/sec (24.82 MB/sec), 273.2 ms avg latency, 1151.0 max latency.
520736 records sent, 103423.2 records/sec (25.25 MB/sec), 264.2 ms avg latency, 1253.0 max latency.
483908 records sent, 95918.3 records/sec (23.42 MB/sec), 277.9 ms avg latency, 1184.0 max latency.
497826 records sent, 99565.2 records/sec (24.31 MB/sec), 275.8 ms avg latency, 1225.0 max latency.
462290 records sent, 92458.0 records/sec (22.57 MB/sec), 291.5 ms avg latency, 1100.0 max latency.
495220 records sent, 98964.8 records/sec (24.16 MB/sec), 266.9 ms avg latency, 1193.0 max latency.
519064 records sent, 102258.5 records/sec (24.97 MB/sec), 271.3 ms avg latency, 891.0 max latency.
495466 records sent, 99093.2 records/sec (24.19 MB/sec), 265.5 ms avg latency, 978.0 max latency.
508054 records sent, 99912.3 records/sec (24.39 MB/sec), 276.1 ms avg latency, 916.0 max latency.
491812 records sent, 98283.8 records/sec (24.00 MB/sec), 273.2 ms avg latency, 1003.0 max latency.
502693 records sent, 100538.6 records/sec (24.55 MB/sec), 274.6 ms avg latency, 999.0 max latency.
515204 records sent, 102162.2 records/sec (24.94 MB/sec), 255.8 ms avg latency, 988.0 max latency.
539002 records sent, 107800.4 records/sec (26.32 MB/sec), 251.7 ms avg latency, 978.0 max latency.
515762 records sent, 101688.1 records/sec (24.83 MB/sec), 264.9 ms avg latency, 948.0 max latency.
60000000 records sent, 100194.879040 records/sec (24.46 MB/sec), 269.35 ms avg latency, 1678.00 ms max latency, 240 ms 50th, 765 ms 95th, 977 ms 99th, 1219 ms 99.9th.
bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 60000000 256 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=8192
551872 records sent, 110242.1 records/sec (26.91 MB/sec), 225.3 ms avg latency, 1152.0 max latency.
617667 records sent, 121444.6 records/sec (29.65 MB/sec), 225.3 ms avg latency, 1266.0 max latency.
663081 records sent, 132616.2 records/sec (32.38 MB/sec), 214.0 ms avg latency, 1176.0 max latency.
555792 records sent, 111158.4 records/sec (27.14 MB/sec), 241.7 ms avg latency, 1013.0 max latency.
515113 records sent, 102858.0 records/sec (25.11 MB/sec), 266.0 ms avg latency, 1393.0 max latency.
562883 records sent, 111616.7 records/sec (27.25 MB/sec), 249.7 ms avg latency, 1244.0 max latency.
538641 records sent, 107534.6 records/sec (26.25 MB/sec), 258.0 ms avg latency, 1037.0 max latency.
540962 records sent, 106677.6 records/sec (26.04 MB/sec), 249.5 ms avg latency, 1329.0 max latency.
566077 records sent, 113215.4 records/sec (27.64 MB/sec), 256.5 ms avg latency, 954.0 max latency.
540008 records sent, 107807.5 records/sec (26.32 MB/sec), 246.0 ms avg latency, 1206.0 max latency.
567880 records sent, 113530.6 records/sec (27.72 MB/sec), 236.3 ms avg latency, 988.0 max latency.
590643 records sent, 116750.9 records/sec (28.50 MB/sec), 241.8 ms avg latency, 1138.0 max latency.
586046 records sent, 116279.0 records/sec (28.39 MB/sec), 237.0 ms avg latency, 1075.0 max latency.
541598 records sent, 107695.0 records/sec (26.29 MB/sec), 259.7 ms avg latency, 1317.0 max latency.
568686 records sent, 113623.6 records/sec (27.74 MB/sec), 234.6 ms avg latency, 1208.0 max latency.
580529 records sent, 114457.6 records/sec (27.94 MB/sec), 245.7 ms avg latency, 1155.0 max latency.
544424 records sent, 108278.4 records/sec (26.44 MB/sec), 258.3 ms avg latency, 1166.0 max latency.
544436 records sent, 106086.5 records/sec (25.90 MB/sec), 254.4 ms avg latency, 1109.0 max latency.
564114 records sent, 109899.5 records/sec (26.83 MB/sec), 251.5 ms avg latency, 931.0 max latency.
561992 records sent, 109914.3 records/sec (26.83 MB/sec), 248.7 ms avg latency, 1035.0 max latency.
544701 records sent, 108874.9 records/sec (26.58 MB/sec), 272.6 ms avg latency, 1110.0 max latency.
521654 records sent, 103749.8 records/sec (25.33 MB/sec), 256.5 ms avg latency, 1134.0 max latency.
530686 records sent, 105693.3 records/sec (25.80 MB/sec), 262.0 ms avg latency, 858.0 max latency.
531054 records sent, 104661.8 records/sec (25.55 MB/sec), 261.8 ms avg latency, 1221.0 max latency.
541493 records sent, 108060.9 records/sec (26.38 MB/sec), 259.8 ms avg latency, 930.0 max latency.
521917 records sent, 103452.3 records/sec (25.26 MB/sec), 260.1 ms avg latency, 1223.0 max latency.
543046 records sent, 108522.4 records/sec (26.49 MB/sec), 260.5 ms avg latency, 1162.0 max latency.
517003 records sent, 103400.6 records/sec (25.24 MB/sec), 271.8 ms avg latency, 1132.0 max latency.
531904 records sent, 106380.8 records/sec (25.97 MB/sec), 259.8 ms avg latency, 979.0 max latency.
521506 records sent, 104301.2 records/sec (25.46 MB/sec), 266.3 ms avg latency, 1009.0 max latency.
544895 records sent, 108979.0 records/sec (26.61 MB/sec), 252.8 ms avg latency, 885.0 max latency.
504898 records sent, 100979.6 records/sec (24.65 MB/sec), 266.3 ms avg latency, 1106.0 max latency.
515118 records sent, 102206.0 records/sec (24.95 MB/sec), 258.2 ms avg latency, 1196.0 max latency.
524381 records sent, 103224.6 records/sec (25.20 MB/sec), 271.4 ms avg latency, 1081.0 max latency.
542714 records sent, 108542.8 records/sec (26.50 MB/sec), 258.5 ms avg latency, 971.0 max latency.
504570 records sent, 99246.7 records/sec (24.23 MB/sec), 275.4 ms avg latency, 1372.0 max latency.
542527 records sent, 107049.5 records/sec (26.14 MB/sec), 264.4 ms avg latency, 1207.0 max latency.
527166 records sent, 104389.3 records/sec (25.49 MB/sec), 269.9 ms avg latency, 1303.0 max latency.
522959 records sent, 104529.1 records/sec (25.52 MB/sec), 264.4 ms avg latency, 1139.0 max latency.
515873 records sent, 103174.6 records/sec (25.19 MB/sec), 259.5 ms avg latency, 1233.0 max latency.
474746 records sent, 94949.2 records/sec (23.18 MB/sec), 286.7 ms avg latency, 1304.0 max latency.
513500 records sent, 102617.9 records/sec (25.05 MB/sec), 262.8 ms avg latency, 856.0 max latency.
537511 records sent, 106164.5 records/sec (25.92 MB/sec), 262.6 ms avg latency, 920.0 max latency.
503730 records sent, 99296.3 records/sec (24.24 MB/sec), 278.6 ms avg latency, 967.0 max latency.
523122 records sent, 104436.4 records/sec (25.50 MB/sec), 262.2 ms avg latency, 1185.0 max latency.
540894 records sent, 105499.1 records/sec (25.76 MB/sec), 268.4 ms avg latency, 1232.0 max latency.
489631 records sent, 97322.8 records/sec (23.76 MB/sec), 277.1 ms avg latency, 1075.0 max latency.
545828 records sent, 106254.2 records/sec (25.94 MB/sec), 262.6 ms avg latency, 1285.0 max latency.
515943 records sent, 101924.7 records/sec (24.88 MB/sec), 266.3 ms avg latency, 1244.0 max latency.
501354 records sent, 98905.9 records/sec (24.15 MB/sec), 283.4 ms avg latency, 1147.0 max latency.
352283 records sent, 69939.1 records/sec (17.07 MB/sec), 372.1 ms avg latency, 1607.0 max latency.
354437 records sent, 70033.0 records/sec (17.10 MB/sec), 409.9 ms avg latency, 1360.0 max latency.
308149 records sent, 61359.8 records/sec (14.98 MB/sec), 422.5 ms avg latency, 1471.0 max latency.
326934 records sent, 64906.5 records/sec (15.85 MB/sec), 447.7 ms avg latency, 1393.0 max latency.
341285 records sent, 68257.0 records/sec (16.66 MB/sec), 408.6 ms avg latency, 1359.0 max latency.
337800 records sent, 67560.0 records/sec (16.49 MB/sec), 413.3 ms avg latency, 1259.0 max latency.
334257 records sent, 66851.4 records/sec (16.32 MB/sec), 418.4 ms avg latency, 1635.0 max latency.
302825 records sent, 60371.8 records/sec (14.74 MB/sec), 460.0 ms avg latency, 1863.0 max latency.
334034 records sent, 66806.8 records/sec (16.31 MB/sec), 401.3 ms avg latency, 1345.0 max latency.
319367 records sent, 63733.2 records/sec (15.56 MB/sec), 427.6 ms avg latency, 1498.0 max latency.
339816 records sent, 67625.1 records/sec (16.51 MB/sec), 424.4 ms avg latency, 1442.0 max latency.
341732 records sent, 68182.8 records/sec (16.65 MB/sec), 403.3 ms avg latency, 1262.0 max latency.
322778 records sent, 64555.6 records/sec (15.76 MB/sec), 425.4 ms avg latency, 1563.0 max latency.
325554 records sent, 65110.8 records/sec (15.90 MB/sec), 421.4 ms avg latency, 1149.0 max latency.
334901 records sent, 65951.4 records/sec (16.10 MB/sec), 412.9 ms avg latency, 1705.0 max latency.
356588 records sent, 71175.2 records/sec (17.38 MB/sec), 394.2 ms avg latency, 1551.0 max latency.
355538 records sent, 71107.6 records/sec (17.36 MB/sec), 391.7 ms avg latency, 1433.0 max latency.
329325 records sent, 65865.0 records/sec (16.08 MB/sec), 413.5 ms avg latency, 1547.0 max latency.
349447 records sent, 69889.4 records/sec (17.06 MB/sec), 411.0 ms avg latency, 1507.0 max latency.
339210 records sent, 67828.4 records/sec (16.56 MB/sec), 405.5 ms avg latency, 1148.0 max latency.
